,Negative,Neutral,Positive
Dopo un mese non ho ancora mandato giù il rospo.,0.05530433729290962,0.2198968082666397,0.724798858165741
Mi sento tradita dai miei genitori.,0.9669076204299927,0.03269229829311371,0.00040012242970988154
"Comunque voglio loro un mondo di bene, ma odio il fatto che non sia stata presa in considerazione la mia opinione.",0.857571542263031,0.03162425011396408,0.11080417037010193
Ormai non ho più undici anni.,0.0008673265692777932,0.8000912666320801,0.19904136657714844
Nella mia testa balenò addirittura l‘idea di cercare un lavoro e comprare una casetta tutta mia.,0.07513109594583511,0.8824638724327087,0.04240509867668152
"Ma sarebbe stato tutto molto difficile, chi avrebbe pagato la spesa, le bollette, le tasse scolastiche, i libri?",0.4832904040813446,0.5156448483467102,0.0010647037997841835
Mia madre?,0.0007778587169013917,0.9956629872322083,0.003559152828529477
I nonni?,0.0003262640384491533,0.9957488775253296,0.003924781922250986
Lo Stato?,0.0004871815908700228,0.9940850734710693,0.005427677650004625
"Assolutamente no, odio dipendere dagli altri.",0.5414618253707886,0.44658344984054565,0.011954688467085361
E devo dire che ancora non sono pronta per tutte queste responsabilità.,0.9938880801200867,0.005357251036912203,0.0007547409040853381
Per questo sono stata obbligata a venire con loro.,0.005321971606463194,0.9897003173828125,0.0049776192754507065
"«Allie, vieni a darci una mano.» è mia madre che mi risveglia dai pensieri.",0.0005098582478240132,0.735897958278656,0.2635922133922577
Scendo dall‘auto e ammiro l‘umile villetta che abbiamo davanti.,0.0001360024034511298,0.0031491226982325315,0.9967149496078491
«Che ne dici?,0.00041196608799509704,0.9968288540840149,0.002759127179160714
"Ti piace?» mi chiede la mamma, appoggiando le mani sui fianchi.""Bella"" vorrei dire ""ma mai quanto il nostro vecchio appartamento"".",0.0005574008100666106,0.08620021492242813,0.9132423996925354
«Discreta.» commento.,0.21030652523040771,0.7882375121116638,0.0014559763949364424
"Questa casa non è poi così brutta, ma non voglio dare a mia madre la soddisfazione di averla vinta.",0.9802609086036682,0.017445115372538567,0.0022939604241400957
"«Dovrai fartela piacere, tesoro.»",0.000675923889502883,0.05341924726963043,0.9459049105644226
"Mi scocca un bacio sulla guancia e se ne va, lasciandomi da sola davanti a quel pratino troppo verde.",0.001974848099052906,0.04532178118824959,0.9527032971382141
"Indugio un pò lo sguardo sullo steccato bianco, poi aiuto i miei genitori a scaricare la macchina.",0.006125268060714006,0.9026443362236023,0.09123046696186066
Comincio portando nella mia nuova camera le mie cose.,0.002721464028581977,0.735621988773346,0.2616565525531769
Lascio il pesante scatolone a terra e mi guardo intorno.,0.01127183623611927,0.9631792306900024,0.025548946112394333
"Okay, non è poi così male.",0.0028141106013208628,0.010671776719391346,0.986514151096344
"Ho un letto da una piazza e mezzo al centro della stanza, accanto a questo c‘è un mobile bianco a cassettoni.",0.009440834634006023,0.886418879032135,0.10414031893014908
Alla destra del letto c‘è una finestra che porta a un balconcino e c‘è una scrivania in prossimità della porta.,0.0021745830308645964,0.9664168953895569,0.03140851482748985
Le pareti sono rosa chiaro.,0.06178884580731392,0.8263756036758423,0.11183550953865051
Poteva andarmi peggio.,0.9972060322761536,0.0025703811552375555,0.00022364711912814528
E se fossero state rosa shock?,0.004173291381448507,0.9946123361587524,0.001214308780618012
"Ugh, che orrore.",0.8481084108352661,0.125147745013237,0.026743780821561813
Comincio a disfare la valigia e lo scatolone che ho appena portato in camera.,0.11758274585008621,0.8477450013160706,0.03467226028442383
"Tutti i miei vestiti si sono rovinati, li ho ammucchiati con noncuranza.",0.9971339702606201,0.0026547883171588182,0.000211270060390234
Ed ecco i risultati.,0.0015471086371690035,0.8509423136711121,0.14751063287258148
Tutti striminziti e pieni di pieghe.,0.7812634706497192,0.21418645977973938,0.00455005606636405
"Svuoto tutto sul letto e ripiego tutti i miei indumenti, poi li sistemo nell‘armadio che si trova sulla parete sinistra.",0.04546200856566429,0.8764406442642212,0.07809735834598541
"La mattinata sembra non passare mai, così decido di darmi una sistemata e perlustrare un pò la zona.",0.6170606017112732,0.36261048913002014,0.020328955724835396
"Infilo un paio di jeans strappati, una maglietta bianca e le supersta, poi metto le cuffiette nelle orecchie ed esco di casa.",0.9384349584579468,0.06091555580496788,0.0006495121633633971
"Il posto qui intorno è carino, inoltre sono vicinissima al mare.",0.00017317733727395535,0.003110263030976057,0.9967165589332581
"Vedo dei negozi in lontananza, così decido di avvicinarmi:",0.006298752501606941,0.9907169938087463,0.002984205959364772
dovrei rifare il guardaroba dato che qua non metterò mai un maglione pesante.,0.5073935985565186,0.3727355897426605,0.11987076699733734
"Con i pochi soldi che mi sono portata compro solamente un top e una maglietta nera con una piccola scritta sulla parte sinistra.""Fuck you.""Il mio mood di sempre.",0.022126412019133568,0.025784745812416077,0.9520888328552246
Con i soldi che mi rimangono passo nella cartoleria lì di fianco e prendo qualcosa per riempire il mio astuccio.,0.03472582995891571,0.6569729447364807,0.30830118060112
"Quando esco, il sole sembra essersi concentrato solo su Los Angeles.",0.004166918341070414,0.9840795397758484,0.011753551661968231
Mi sto letteralmente squagliando.,0.9653856158256531,0.029505716636776924,0.005108620971441269
Mentre cammino vedo un ragazzo correre nel senso opposto al mio.,0.0013055449817329645,0.9970223307609558,0.0016721560386940837
Mi da una spallata così forte che per poco non mi fa cadere tutte le buste.,0.7190477848052979,0.11239142715930939,0.16856078803539276
"«Guarda quello che fai, razza di squilibrato!» urlo togliendomi una cuffietta.",0.6161028146743774,0.3778208792209625,0.006076342426240444
Il ragazzo torna sui suoi passi e mi guarda divertito.,0.00012625880481209606,0.030355872586369514,0.9695178866386414
«Che caratterino.,0.000706436752807349,0.9395387768745422,0.05975478142499924
"Non sei di qui, vero?» dice squadrandomi da testa a piedi.",0.0029422431252896786,0.9908885955810547,0.006169188302010298
"«Comunque scusami, sto andando di corsa.» dice.",0.27592191100120544,0.72102290391922,0.0030552952084690332
Fa per presentarsi ma io gli do le spalle e torno a camminare.,0.007812714204192162,0.9716694355010986,0.02051781676709652
Che razza di cretino.,0.986034095287323,0.012588904239237309,0.001376987318508327
"«Mi chiamo Trevor!» lo sento urlare con tutta la musica nelle orecchie, deve aver gridato parecchio.",0.7083051800727844,0.2878515124320984,0.0038432851433753967
"Continuo ad ignorarlo e torno a casa, questa mezza mattinata in giro per il quartiere mi ha già esasperata.",0.9683414101600647,0.023012518882751465,0.008646129630506039
I miei genitori tornano a casa verso le sette di sera con varie buste della spesa.,0.004659609403461218,0.994178056716919,0.0011623145546764135
Finalmente cibo.,0.0017898052465170622,0.6142855882644653,0.38392457365989685
«Ciao tesoro.» mia madre mi saluta lasciandomi un bacio sulla testa.,0.0003803046129178256,0.2229454219341278,0.7766742706298828
Le do qualche leggera pacca sulla schiena e mi avvicino alle buste per vedere cos‘hanno comprato.,0.011904524639248848,0.47792670130729675,0.510168731212616
«Hai pranzato oggi?» mi chiede mio padre.,0.00020363634394016117,0.9982109069824219,0.001585516263730824
Mostro le mensole vuote.,0.9839890599250793,0.01580873690545559,0.0002022168628172949
"«La risposta mi sembra abbastanza ovvia.» dico, aiutandoli a mettere tutto a posto.",0.000536935986019671,0.97455894947052,0.024904068559408188
"Ceniamo tutti insieme, e dopo aver fatto una doccia veloce vado a dormire.-È domenica.",0.0010633806232362986,0.580989420413971,0.41794711351394653
"Per la giornata non si prospetta niente, se non tv, gelato e divano.",0.09777621924877167,0.2549557387828827,0.6472680568695068
"«Allie, ti va di andare al mare?» mi chiede la mamma da fuori la porta.",0.00028425632626749575,0.9960605502128601,0.0036551381926983595
Come non detto.,0.012948146089911461,0.9861202239990234,0.0009316669893451035
I miei piani sono stati già distrutti.,0.9816259145736694,0.017879309132695198,0.0004947029519826174
«No.» ribatto secca.,0.6613643765449524,0.33749333024024963,0.0011423013638705015
"La sento allontanarsi, ma poi entra mio padre senza chiedere il permesso.",0.007184490095824003,0.9906208515167236,0.0021947019267827272
"«Allie, non andremo al mare ma qualcosa dovremmo pur fare oggi.",0.00016474202857352793,0.9741523265838623,0.025682901963591576
"Quindi vestiti, andiamo in qualche centro commerciale e ti troviamo qualcosa di più leggero da mettere perché qui il clima è completamente differente da quello di Manhattan.» dice indicando la mia pila di maglioni dentro l‘armadio.",0.0025254348292946815,0.8765820264816284,0.1208924800157547
"Quel nome mi fa ribaltare lo stomaco, mi fa salire una strana sensazione.",0.000899073202162981,0.010264038108289242,0.9888368844985962
«In realtà ieri ho comprato due magliettine e...»,0.005726729519665241,0.9920545816421509,0.002218746580183506
«Non voglio obiezioni.,0.0014302300987765193,0.9947183728218079,0.003851507091894746
Tra dieci minuti ti voglio pronta in salone.»,0.0005741706700064242,0.46177536249160767,0.537650465965271
Esce dalla mia camera senza darmi il tempo di ribattere.,0.0022149335127323866,0.9859064817428589,0.011878586374223232
"E anche questa volta fanno quello che vogliono loro, fregandosene altamente di quello che voglio io.",0.02798440121114254,0.21275827288627625,0.7592573165893555
"Sbuffo sonoramente, mi alzo dal letto e vado a lavarmi i denti.",0.9251337051391602,0.07175762206315994,0.0031087046954780817
Infilo gli stessi indumenti di ieri e li seguo verso la macchina.,0.0005995735409669578,0.994210958480835,0.0051894411444664
Il centro commerciale non dista molto da casa nostra.,0.0017432746244594455,0.9502724409103394,0.04798426479101181
Una volta dentro mi stupisco di quanta gente ci sia dentro.,0.0003844239981845021,0.013618186116218567,0.9859973192214966
«Entro qua.» dico a mia madre.,0.0006163856596685946,0.9972434043884277,0.00214016274549067
Lei si gira verso di me e mi segue dentro al negozio.,0.0006433502421714365,0.8580057621002197,0.1413508802652359
"Alla fine prendo un paio di jeans chiari, dei top di vari colori e delle magliette - alcune a tinta unita, altre con delle piccole stampe -.«Trev, ma chi ci fai conoscere?» dice la ragazza platinata ridacchiando.",0.0017952679190784693,0.9912279844284058,0.006976766977459192
«Ronnie...» dice Trevor tirandole un‘occhiataccia.,0.0007640367839485407,0.9974850416183472,0.0017508885357528925
"Cosa?«Non sono alla tua altezza, forse?» mi intrometto io.",0.0007587175932712853,0.9985413551330566,0.0006999249453656375
Ma come si permette?,0.002427535131573677,0.9941136240959167,0.0034588465932756662
Chi si crede di essere?,0.0039564766921103,0.9947032332420349,0.0013402265030890703
"Il ragazzo in nero si alza di scatto e mi viene davanti, prende la sigaretta tra le dita e mi guarda minaccioso negli occhi.",0.16748781502246857,0.787562906742096,0.04494931921362877
"«No, non sei alla nostra altezza.",0.034515563398599625,0.9639406800270081,0.0015437197871506214
"E non mi frega un cazzo di come ti chiami, ci hai fatto perdere già un sacco di tempo.» sputa acido.",0.9889106750488281,0.010465147905051708,0.0006242470117285848
"Sento la rabbia ribollirmi nelle vene, alzo una mano per dargli uno schiaffo ma Trevor mi prende per le spalle e mi porta via, continuando a guardare i suoi amici.",0.8744822144508362,0.11497823148965836,0.010539560578763485
«È meglio non metterselo contro.»,0.0016369939548894763,0.995442271232605,0.002920686500146985
Mi dice.,0.000881840183865279,0.9962244033813477,0.002893802709877491
«Hai un gran bel gruppo di merda.» dico scostandomi bruscamente da lui.,0.002027432667091489,0.06402333825826645,0.9339492321014404
"«Allie, mi dispiace.",0.3585900068283081,0.6409420371055603,0.00046791715431027114
» dice dietro di me.,0.0002571095828898251,0.9953104853630066,0.004432431887835264
"«Lascia perdere.» sbuffo mentre mi allontano, e gli sono grata del fatto che questa volta non mi abbia seguita.",0.0002821474918164313,0.006750442553311586,0.9929674863815308
"Sopporta Allie, sopporta.",0.00340285268612206,0.9498722553253174,0.0467248372733593
"Guardo il telefono, c‘è un messaggio di mio padre:""Tesoro, mi dispiace ma oggi tardo.",0.00777906458824873,0.9910908937454224,0.0011300848564133048
"Non potrò passare a prenderti a scuola, ci vediamo a casa.",0.001810166402719915,0.893854022026062,0.10433581471443176
"""Possibile che il mondo ce l‘abbia con me?",0.012257518246769905,0.9833604097366333,0.004382119979709387
Mi incammino nel vialetto che ho percorso stamattina per venire a scuola.,0.002787503181025386,0.9685105681419373,0.028701862320303917
E pensare che filava tutto liscio.,0.0004936556797474623,0.0632496327161789,0.9362567067146301
Ripenso alle parole di quel... di quell‘essere.,0.0005810049478895962,0.5669744610786438,0.4324445426464081
"Non sono alla loro altezza, non sono alla loro altezza!",0.9813305735588074,0.014961356297135353,0.0037080137990415096
"Rido istericamente tra me, la gente che passa mi prenderà per pazza.",0.8625942468643188,0.13041503727436066,0.006990698631852865
Non ho bisogno di stare con persone come loro.,0.002389065455645323,0.4183446764945984,0.5792662501335144
Ma cosa dico... non ho bisogno di nessuno.,0.004915074910968542,0.554085373878479,0.4409995675086975
"Mi chiedo perché abbia dato spago a Trevor, dovevo continuare ad ignorarlo.",0.9105748534202576,0.08887191116809845,0.0005532747018150985
Come la prima volta.,0.00048799513024277985,0.9974620342254639,0.0020499418023973703
"Anzi, mi chiedo perchè a me interessi tanto tutto questo, dato che non parlerò più con quei ragazzi.",0.04160231724381447,0.8888196349143982,0.06957807391881943
"Torno a casa e trovo la mamma intenta a cucinare lasagne, dopo quanto accaduto oggi mi è passato l‘appetito.",0.014005176723003387,0.9519633650779724,0.034031499177217484
"«Bentornata Allison, com‘è andato il primo giorno di scuola?» mi chiede indaffarata.",0.0007366655627265573,0.9975591897964478,0.0017040958628058434
«Una merd... una meraviglia!» riesco a riprendermi all‘ultimo.,0.00042006999137811363,0.008902194909751415,0.9906777143478394
Non voglio far pesare questa cosa ai miei genitori.,0.29174479842185974,0.6418684720993042,0.06638670712709427
E non dirò mai loro che un ragazzo mi ha appena detto di avergli fatto sprecare tempo.,0.28703436255455017,0.700897753238678,0.012067906558513641
"«Bene, sono contenta.» ci ha creduto.",0.00011945756705245003,0.003338690847158432,0.9965417981147766
«Hai conosciuto qualcuno?» mi chiede poi.,0.0004705222090706229,0.9985842704772949,0.0009452264057472348
«La preside e la segretaria.» rispondo mente salgo le scale.,0.0004380632599350065,0.9969229102134705,0.002638972830027342
Poso lo zaino e mi cambio mettendo qualcosa di più comodo.,0.000658390752505511,0.008523326367139816,0.9908182621002197
"«Qualcuno che sia al di fuori del personale scolastico?» continua, appoggiando le mani sporche di farina sui fianchi.",0.0029528329614549875,0.9965014457702637,0.0005456832004711032
"Faccio ""no"" con la testa e mi siedo a tavola in attesa del mio pranzo.",0.0017532350029796362,0.9923593401908875,0.005887420382350683
- Il pomeriggio passa in fretta e non tocco libro per tutto il tempo.,0.8108837604522705,0.18658623099327087,0.002529974328354001
"Papà è tornato alle cinque, pensate se fossi rimasta fuori scuola ad aspettarlo tutto il tempo.",0.000873593904543668,0.9966529011726379,0.0024735177867114544
Fortunatamente esistono gli smartphone.,0.00041851622518152,0.11073517799377441,0.8888463377952576
Niente è riuscito a farmi dimenticare l‘episodio con il gruppo di Trevor.,0.9461506009101868,0.01800769381225109,0.03584175929427147
"Sento un senso di rabbia mangiarmi dentro, sento di non essermi difesa abbastanza.",0.9926133155822754,0.007150005549192429,0.00023669165966566652
E a me non piace passare per l‘indifesa.,0.04822899401187897,0.9456814527511597,0.006089541595429182
"Infilo un paio di shorts e una maglietta, lego i miei capelli in una coda alta e prendo il telefono con le cuffie.",0.007057777140289545,0.9590373635292053,0.03390481695532799
«Vado a correre.,0.0002541700378060341,0.9948052763938904,0.004940622951835394
"» dico a mia madre, che mi guarda uscire dalla porta incredula.",0.0003082770563196391,0.9931458234786987,0.00654589431360364
«Allie!» urla Trevor dagli ultimi banchi.,0.0002855885250028223,0.9976765513420105,0.0020379440393298864
Perfetto.,0.00012170399713795632,0.001638086629100144,0.9982402324676514
Con lui ci sono anche Bryan e Liam.,0.00037946822703815997,0.9953140020370483,0.004306572489440441
Mi avvicino e li saluto timidamente.,0.0007073639426380396,0.9718471169471741,0.027445543557405472
"«Allora, ci hai pensato?» mi chiede.",0.0003471234522294253,0.9974642992019653,0.002188588259741664
Roteo gli occhi.,0.0023075419012457132,0.9957061409950256,0.001986319199204445
"«Tanto non ci vengo.» dico, poi vado a sedermi al mio banco.",0.011131630279123783,0.9871600866317749,0.001708390424028039
"«Dai, Allie.» mi dice con il labbruccio.",0.0005441546672955155,0.9918630123138428,0.007592807058244944
"Faccio ""no"" con la testa e torno a guardare fuori dalla finestra.",0.01428489200770855,0.9840153455734253,0.001699777552857995
"Finalmente il professor Campbell entra in classe, interrompendo le continue lamentele di Trevor.",0.0013980553485453129,0.9946350455284119,0.003966834861785173
"Le varie lezioni passano velocemente, e questo non può rendermi più felice.",0.9947677850723267,0.002153014997020364,0.00307914218865335
«Allie.» mi chiama qualcuno.,0.0009243261883966625,0.998126208782196,0.0009494653204455972
È ancora lui.,0.0006642651278525591,0.661386251449585,0.3379494845867157
"«Trevor, ti ho detto che non ci vengo a quella stupida festa.",0.9773614406585693,0.022388944402337074,0.0002496855449862778
Te lo devo scrivere su un cazzo di cartello?» sbotto esasperata.,0.48574867844581604,0.5133231282234192,0.000928229303099215
Se c‘è una cosa che non sopporto sono le persone insistenti.,0.979328989982605,0.020274028182029724,0.0003969636745750904
"«Okay, okay, scusa.",0.0007682731375098228,0.9954029321670532,0.003828680142760277
Volevo solo avere il tuo numero.» dice alzando le mani in segno di difesa.,0.003171501448377967,0.991547167301178,0.005281416699290276
Prendo il suo telefono e gli salvo il numero.,0.002379952697083354,0.990685760974884,0.006934355478733778
"«Ora mi lascerai in pace?» dico, mentre gli do le spalle.",0.0006542836199514568,0.9973728656768799,0.0019729016348719597
«Credo proprio di no.» dice mettendo un dito sotto al mento.,0.024055762216448784,0.9742953777313232,0.0016489275731146336
"Mi giro verso di lui, sto per dire qualcosa ma mi trovo a terra.",0.43206483125686646,0.5587564706802368,0.009178731590509415
"Ho sbattuto contro qualcosa, o meglio, qualcuno.",0.07357821613550186,0.9248754382133484,0.0015464371535927057
E chi poteva essere se non il signore delle tenebre in persona?,0.0015587032539770007,0.9924497604370117,0.005991568323224783
Mi guarda dall‘alto con occhi divertiti.,0.00010645396105246618,0.00683441199362278,0.9930591583251953
"Mi alzo e mi risistemo velocemente, di sicuro non mi aspettavo che mi aiutasse a tirarmi su.",0.19854912161827087,0.38745707273483276,0.41399383544921875
Raccolgo i miei libri e me ne vado sotto lo sguardo attento delle persone che avevano appena visto la scena.,0.0002384108811384067,0.04471125453710556,0.9550502896308899
«Coglione.» dico tra me.,0.000268257426796481,0.9984606504440308,0.001271127606742084
"«Puoi ripetere?» si gira verso di me e mette una mano dietro l‘orecchio, come se non avesse sentito.",0.0011443716939538717,0.9959731698036194,0.0028824973851442337
«Non si rivolge la parola a delle sfigate come me... possono farti perdere tempo.» rispondo mentre nascondo un sorriso beffardo.,0.7066904902458191,0.27592191100120544,0.0173876341432333
Maleducato che non è altro.,0.9946175217628479,0.0049885413609445095,0.0003940441529266536
Mi è venuto addosso senza neanche chiedermi scusa.,0.6600543856620789,0.3367196321487427,0.003226000117138028
Crede che io abbia paura di lui?,0.0014768436085432768,0.9977193474769592,0.000803801347501576
Se lo scorda.,0.3015194535255432,0.6884784698486328,0.010002152062952518
Non mi farò mai mettere i piedi in testa da un individuo come lui.,0.16183577477931976,0.33878397941589355,0.49938029050827026
Torno a camminare verso l‘uscita.,0.007913700304925442,0.9666413068771362,0.025444965809583664
"1 - 0 per Allie, caro Caleb.",0.00022659402748104185,0.9974071383476257,0.0023662869352847338
"Cerco con lo sguardo la macchina di mio padre, la vedo parcheggiata fuori il cancello della scuola.",0.004948817193508148,0.9879080653190613,0.007143055088818073
"Corro verso di lui e salgo in macchina, mette in moto e andiamo a casa.",0.0004377347941044718,0.9515789151191711,0.04798335209488869
Durante il tragitto mi arriva un messaggio da un numero sconosciuto.,0.0074501242488622665,0.9918500185012817,0.0006998790777288377
"""Ragazza nuova, come ci si sente ad avere il numero di uno dei ragazzi più popolari di questa scuola?"" Trevor.",0.00041975703788921237,0.996044397354126,0.0035358888562768698
Mi metto una mano sul viso e rido.,0.001773624331690371,0.2508685886859894,0.7473578453063965
"Salvo il suo numero e tolgo il telefono, tornando a rispondere alle continue domande di mio padre.",0.0010486729443073273,0.9929418563842773,0.006009567528963089
"«Tesoro, bentornata!» mi dice mia madre, lasciandomi un bacio sulla tempia.",0.0009043419267982244,0.5846384763717651,0.41445717215538025
Mi trascino sulle scale e vado a posare lo zaino in camera.,0.009052111767232418,0.9798968434333801,0.011051086708903313
Dopo aver pranzato insieme alla mia famiglia torno su per fare qualche compito.,0.01030215248465538,0.9253215789794922,0.06437630206346512
A breve ci sarà una verifica di matematica e voglio fare almeno bella figura.,0.0017508487217128277,0.11254604905843735,0.8857030868530273
"Devo dire che non sono mai stata una grande studiosa, mi impegno solo sulle materie che mi appassionano.",0.8999199271202087,0.01586148887872696,0.08421861380338669
"Con le altre faccio uno studio più superficiale, diciamo.",0.0009432989754714072,0.996570348739624,0.0024863381404429674
"Con il telefono che continua a suonare non riesco a concentrarmi, così lo prendo per mettere il silenzioso.",0.5952469110488892,0.14999942481517792,0.25475364923477173
"Per un attimo spero che sul quel display ci sia scritto il nome di Alicia, o il nome di Ivy.",0.009529675357043743,0.9836710691452026,0.006799302063882351
"Magari le manco, magari mi hanno scritto per dirmi che presto verranno a trovarmi.",0.006292989477515221,0.9701148271560669,0.023592203855514526
"Magari mi stanno dicendo qualche gossip su qualcuno del nostro quartiere, o magari mi stanno semplicemente raccontando la loro giornata.",0.0003591908607631922,0.9727931022644043,0.02684776298701763
"Invece no, è solamente Trevor.",0.0019481847994029522,0.9953116774559021,0.0027401261031627655
Quello strano senso di ansia che si era creato scompare non appena leggo il suo nome.,0.4098130166530609,0.561398446559906,0.02878849022090435
"È quasi una settimana che sono qui a Los Angeles, e le mie amiche, le mie migliori amiche, non si sono ancora fatte sentire.",0.00025343557354062796,0.0020723906345665455,0.9976741671562195
"Forse mi hanno tagliata fuori dal gruppo, forse non le è mai interessato niente di me.",0.9802950024604797,0.01940065622329712,0.00030436241650022566
"Esco dall‘acqua e dopo essermi asciugata un pò, saluto Trevor e torno a casa.",0.0031229339074343443,0.8846410512924194,0.11223600804805756
"Il sole sta calando, ma fa comunque caldo.",0.004951103124767542,0.49130937457084656,0.5037395358085632
Non vedo l‘ora di tornare a casa per togliermi di dosso l‘odore del sale.,0.000734589237254113,0.022905465215444565,0.9763599038124084
«Sono tornata!» urlo dall‘ingresso.,0.009271868504583836,0.9799566268920898,0.010771491564810276
"«Signorina, ti pare questa l‘ora di rientrare a casa?» mi sgrida mia madre.",0.014985824003815651,0.9836364388465881,0.0013778099091723561
«Ho avuto un piccolo imprevisto.,0.009339534677565098,0.9896222352981567,0.0010383209446445107
» corro via come un fulmine e mi chiudo in bagno per fare una doccia.,0.0054756030440330505,0.8195198178291321,0.17500461637973785
- La mattina seguente mi sveglio e vado a fare colazione.,0.0009700038353912532,0.9850570559501648,0.013972952030599117
Dopo essermi lavata e vestita prendo lo zaino e mi incammino verso scuola.,0.0029969150200486183,0.9787514805793762,0.018251538276672363
"Oggi ci sarà la verifica di matematica, speriamo bene.",0.0002421710960334167,0.1026882603764534,0.8970695734024048
Il sole splende già alto in cielo e infastidisce i miei poveri occhi chiari.,0.24107417464256287,0.2949742376804352,0.46395161747932434
Infilo le cuffiette e faccio partire la playlist.,0.0019652079790830612,0.9896111488342285,0.008423667401075363
"Durante il tragitto cerco di non pensare troppo, di liberare la mente e di rilassarmi: alla fine è solo una verifica.",0.0019984706304967403,0.9754303097724915,0.022571159526705742
Quando arrivo davanti ai cancelli della East Side mi fermo e mi appoggio al muretto per dare un‘ultima occhiata ai miei appunti.,0.0017319712787866592,0.923315167427063,0.0749528780579567
"Sento tre figure farmi ombra, alzo lo sguardo e trovo Bryan, Liam e Trevor.",0.0008106277673505247,0.993980884552002,0.00520859332755208
"«Buongiorno ragazzi, vi serve qualcosa?» chiedo sfilando una cuffietta e guardandoli curiosa.",0.0005003200494684279,0.24311575293540955,0.7563839554786682
«So che verrai alla festa.» mi dice Bryan.,0.00032695799018256366,0.9869102835655212,0.012762745842337608
Annuisco con amarezza.,0.07963304221630096,0.22684267163276672,0.6935243010520935
«Sono stata obbligata.» farfuglio lanciando un‘occhiataccia a Trevor.,0.015379659831523895,0.9839463233947754,0.0006740025128237903
Lui punta lo sguardo da un‘altra parte e comincia a fischiettare.,0.0009805004810914397,0.9851585030555725,0.01386098749935627
Lo odio.,0.994657576084137,0.004661092534661293,0.0006813679938204587
«Beh?» chiedo incalzandoli.,0.00026433475431986153,0.9975391626358032,0.002196455840021372
Mi stanno facendo perdere tempo e non lo sopporto.,0.9930237531661987,0.006089949514716864,0.0008862463291734457
"«Nulla, ottima scelta.",0.027968890964984894,0.04078731685876846,0.9312438368797302
"Non te ne pentirai, te lo assicuro.» mi dice Bryan.",0.00044857911416329443,0.03463485464453697,0.9649165272712708
"«Il braccialetto, Bry.» dice Liam estraendo qualcosa dalla tasca.",0.0006792724598199129,0.9985468983650208,0.0007738157291896641
"«Ah, si... infila questo e avrai gli alcolici gratis.» Liam me lo porge e lo prendo insicura.",0.9306154847145081,0.06802265346050262,0.0013618671800941229
Ma cosa...?,0.0006979621830396354,0.9969507455825806,0.0023512649349868298
La campanella suona avvertendo l‘inizio delle lezioni.,0.0002657792065292597,0.9945434331893921,0.005190725903958082
"«Okay ragazzi, vi devo lasciare.",0.0008998559787869453,0.9950012564659119,0.004098911304026842
"Grazie per il braccialetto, buona giornata.» me ne vado di corsa per uscire da quello stato di imbarazzo che si era creato.",0.0004236465319991112,0.004974312148988247,0.9946020841598511
Corro nella classe di matematica e mi preparo per la verifica.,0.0006106182117946446,0.9976020455360413,0.001787333283573389
"Allie, puoi farcela.",0.00015933363465592265,0.04281296581029892,0.9570276737213135
