,Negative,Neutral,Positive
"Giorgia: ""Certo che te st‘arancia t‘a sogni pure a notte"".
",0.000256886676652357,0.9905829429626465,0.00916024949401617
"«L‘uomo della vita»  ripeté Altea con cinismo.
",0.008182061836123466,0.9908939599990845,0.0009239251376129687
"E con Megan, scoppiano a ridere.
",0.00020006546401418746,0.061024684458971024,0.9387751817703247
"Ad un certo punto, Alice gli aveva cinto il collo, invitandolo silenziosamente a proseguire.
",0.0014825069811195135,0.9922389984130859,0.006278494372963905
"Sara da ormai mesi desiderava anche solo alzarsi la mattina e trovarla già sull‘uscio della porta per andare a scuola, oppure chiamarla per andare a fare un semplice giro in macchina..
",0.003777440870180726,0.9760012626647949,0.020221203565597534
"- Tessa passami una tazza di caffè - dico sbadigliando - Credo che ti serva..
",0.0034254412166774273,0.9826861619949341,0.013888392597436905
"Ma Claire, la mia vice, che avrebbe dovuto sostituirmi durante il periodo estivo, e‘ scappata il giorno delle sue nozze con il prete e non avendo noi attuato un piano C, sono stato costretto a rivedere i piani.
",0.039082564413547516,0.9591239094734192,0.0017934375209733844
"A volte accanto a me si sedeva Andrea, una volta anche Amelie, ma entrambi erano durati poco.
",0.3363696336746216,0.658696711063385,0.004933626390993595
"Devo dire che Maya é bellissima.
",0.0001223743602167815,0.0021228608675301075,0.9977547526359558
"Senti, Sofia..
",0.00023673377290833741,0.997920572757721,0.0018427028553560376
"«B, c, d» , mi asseconda Amy, scoppiando a ridere, poi mi fulmina con lo sguardo, perché ha capito che qualcosa non va.
",0.15850470960140228,0.8334270119667053,0.008068319410085678
"Aveva un impegno dell‘ultimo minuto, sai Shila come sono i cantanti...
",0.0050986637361347675,0.9920990467071533,0.0028023095801472664
"- Soph...è più complicato di come pensi...
",0.009879834949970245,0.9883162379264832,0.0018038819544017315
"""Chiara, vieni con me a bere qualcosa prima che cominci la gara?"" chiesi alla bionda, trascinandola via con me.
",0.00043305661529302597,0.9974133372306824,0.00215366599150002
"Secondo voi, chi è che frequenta Elèonore?
",0.00032408241531811655,0.9981399774551392,0.0015358368400484324
"<<niente a dire il vero, mi è passato>> chiude il quaderno e mi guarda.<<Cami, lo stai facendo di nuovo, non stai comunicando>> <<onestamente non so cosa sento, forse tradita perché per tutta la vita ho creduto che i miei genitori fossero quelli biologici, forse mia sorella, la mia famiglia è pazza perché mio fratello maggiore a cercato di ucciderci ed è per questo che mia sorella mi ha mandata via>> mi giro a guardarla.
",0.8812726736068726,0.11791176348924637,0.0008155909599736333
"<<non arrabbiarti, stiamo festeggiando il nostro amico deceduto>> Hayley chi si avvicina e mi offre da bere.
",0.001775366603396833,0.9339786767959595,0.06424589455127716
"‘Cara Bella, io ho tentato in tutti i modi di svegliarti ma non ci sono riuscita.
",0.9701125621795654,0.025193899869918823,0.0046935430727899075
"""Alaric:""No, Isobel è stata chiara non dobbiamo entrare.
",0.0012788326712325215,0.9948704242706299,0.003850756911560893
"Ariel è poggiata a un muretto con un ragazzo al suo fianco, la vedo ridere mentre lui non distoglie mai i suoi occhi da lei.
",0.00028442181064747274,0.1378645896911621,0.8618510365486145
"""Forse sì, forse potremmo..."" ha sussurrato Francesca aspettando un bacio che non ha tardato ad arrivare.
",0.000587529968470335,0.9938648343086243,0.005547552835196257
"Le chiediamo scusa signorina Johanson.
",0.0010524383978918195,0.9983982443809509,0.0005492355558089912
"Lilith camminò fino all‘uomo a terra, che chiedeva aria ""«""Invece, tu, avrai una vita eterna in una forma nuova, ma visto che hai ucciso freddamente il mio compagno, freddo come un morto rimarrai e la luce del Sole più poter vedrai e alla Luna nuova sarai legato.""
",0.0059597305953502655,0.9838162064552307,0.010224089957773685
"""Capito?"" Sento Kaitlyn ridere alle mie spalle, sorriso a Marie. ""Tranquilla è solo tuo.""
",0.00028985278913751245,0.44994020462036133,0.5497699975967407
"Sei bellissima, Sol.
",9.219098865287378e-05,0.004064117092639208,0.9958437085151672
"Gli occhi di Gaia brillano e annuisce facendo ridere tutti.
",9.619173943065107e-05,0.003103547263890505,0.9968001842498779
"""Dov‘è Jenny?"" chiedo loro facendoli sobbalzare.
",0.0008338740444742143,0.9982465505599976,0.0009196465834975243
"Ieri sera é stata una delle sere più difficili della mia vita, ho litigato con Corinne perché nonostante abbia provato a implorarla e pregarla di spiegarmi tutto, rinnegava e mi diceva che avevo capito male la nostra conversazione.
",0.9919869899749756,0.007765394169837236,0.0002476071531418711
"«Ti prego Trevor, fallo per me»  Scarlett mi si avvicina e quando i suoi occhi incontrano i miei mi sciolgo.
",0.0035656678956001997,0.9078654646873474,0.08856891095638275
"«Ciao!» la saluto educatamente e Blanca mi guarda come per dire ""la conosci?"" «Lei è la mia migliore amica, Blanca.» la ragazza chiamata in causa rivolge un sorriso cordiale a Rose, che ricambia.
",9.674410102888942e-05,0.027468988671898842,0.9724342823028564
"<Ah siete tutti qua> la voce stridula e il rumore fastidioso dei tacchi di Chiara si fa più vicino.
",0.1341571807861328,0.8572782278060913,0.008564582094550133
"Allungò una mano verso il suo viso quasi incerto della sua reazione e, quando si rese conto che Lucy non accennava ad allontanarsi ma, anzi, gli si avvicinava ancora di più Cris non riuscì a evitare di sorridere.
",0.4191897511482239,0.2702944874763489,0.310515820980072
"""Starai cercando Giusy."" Mi dice, con un bel sorriso ""Vieni, ti accompagno.
",0.00016643856361042708,0.15358325839042664,0.8462502360343933
"""Ma qui non c‘è null.."" Ancora prima che lui potesse finire la frase, io e Caterina ci scambiamo uno sguardo veloce e automaticamente chiudiamo la porta con forza.
",0.056201305240392685,0.9336317181587219,0.010167084634304047
"Mi sveglio sul mio comodo letto...
",0.00034516374580562115,0.04016994684934616,0.9594848155975342
"Gli piaceva anche come si comportava a scuola Althea.
",0.0003591611748561263,0.016882196068763733,0.9827587008476257
"Invece Alice lo ricordava fin troppo bene, anche più di quel che avrebbe desiderato.
",0.00021995636052452028,0.0048696850426495075,0.9949104189872742
"Clary sta cercando in ogni modo possibile di mascherare quel velo di delusione che è calato sul suo volto, ma non le sta riuscendo così bene.
",0.9976155757904053,0.0021396989468485117,0.00024478192790411413
"D‘improvviso qualcosa mi solletica la guancia, poi la spalla, finché non sollevo le palpebre e noto Belle che mi annusa confusa, quando capisce prende e leccarmi la mano destra ancora posata sui capelli.
",0.9315087795257568,0.0628892108798027,0.005602037999778986
"""Che cosa è successo"" gridai fuori di me avvicinandomi pericolosamente a lei che chiuse gli occhi impaurita ""Volevamo solo spaventarla un po‘"" sussurrò tra le lacrime ""le ho solo dato uno schiaffo"" esclamò tremante ""Impossibile, uno schiaffo non avrebbe mai potuta ridurla così"" osservò Andrew ""Volevo solo sapere se la storia del bambino fosse vera"" sussurrò senza voce ""Quale bambino?"" domandai confuso ""Ancora con questa storia?"" domandò incredulo Lincoln ""Mi dispiace"" sussurrò ancora ""Fammi capire"" esclamò Blaire avvicinandosi a Sarah ""Tu hai fatto tutto questo per una stupida e fasulla voce che si racconta nei corridoi della scuola?"" gridò incredula ""Quale voce?
",0.8972962498664856,0.10211889445781708,0.0005848993896506727
"Che stai tramando, con Stephanie Dickens?
",0.00043109580292366445,0.9756559729576111,0.023912835866212845
"Certo che è alquanto orribile svegliarsi nel letto da solo, senza Josephine che si prepara tutta di fretta- anche se alla fine arriva sempre in anticipo- e con il piccoletto che salta sul letto nel tentativo di svegliarmi.
",0.9947657585144043,0.005001673940569162,0.0002325706009287387
"Valeria non tornerà a scuola fino a giovedì e Giada le farà compagnia.
",0.0002885957364924252,0.6967260241508484,0.3029853403568268
"Faccio come mi dice la dottoressa Hilton e alla prima spinta un urlo lacerante fuoriesce dalle mie labbra.
",0.08079863339662552,0.8599008321762085,0.05930043011903763
"""Buongiorno Shannon."" dice allegramente.
",0.0002752460422925651,0.07969466596841812,0.9200300574302673
"- Voglio che tu lo tenga d‘occhio, devi controllarlo e se si avvicina troppo a Soph me lo vieni a dire subito-.
",0.0024090209044516087,0.9186791181564331,0.07891184091567993
"Il fatto è che il padre di Charlene ha pensato a sistemare la vita di tutti, da Tyler, a Jake, a Caroline, fino a mia madre.
",0.0015490176156163216,0.97330641746521,0.025144625455141068
"""Anne, ti spiegherò tutto quando ci vedremo"" ""Spero che tu abbia un valido motivo per farmi arrivare in soli cinque in una chiesa"" ""Sai che ti adoro!"" ""Si come no.
",0.0002544464950915426,0.021139340475201607,0.9786062836647034
"<Sarai vista come una traditrice, una puttanella, Derek ti odierà, perderai Daisy, cosa penseranno i tuoi fratelli di te eh?> le sue parole mi fanno riflettere, Nathan ha la capacità di essere veramente convincente, per paura di perdere Derek accetto.
",0.00906871072947979,0.2835848331451416,0.7073464393615723
"-Ero del tutto drogato Emily- terminò appoggiando la testa sul tavolo e piangendo rumorosamente.
",0.9012450575828552,0.09794464707374573,0.0008102893480099738
"Chiara effettivamente era la meno propensa a relazioni serie fra tutte, non che io lo fossi o ne avessi avute chissà quante, erano state tutte di poca importanza, però a lei piaceva particolarmente divertirsi.
",0.0008835710468702018,0.003301331540569663,0.995815098285675
"Io e Ginny ci dirigiamo nell‘aula di Trasfigurazione e, una volta preso posto al primo banco, la McGranitt inizia la lezione.
",0.0002320286730537191,0.9882335662841797,0.011534332297742367
"Solo noi due dovremo discutere su Megan, la sua educazione e cose del genere- sorrise debolmente Emily - Hai ragione, mamma- - Grazie papà- sdrammatizzarono.
",0.00048365327529609203,0.7521622180938721,0.24735413491725922
"Piano, accarezzandole le labbra e il viso, coccolandola, perché ho imparato che a Kaya piace essere vezzeggiata così.
",0.00015163070929702371,0.02324713207781315,0.976601243019104
"Comunque si lo dirò presto a Domenico. Va bene ci vediamo stasera Mary ora vado a lavoro.
",0.0002411031018709764,0.10031775385141373,0.899441123008728
"Vedo che Mary ci guarda con uno sguardo di disprezzo.
",0.3295861780643463,0.6620067358016968,0.008407040499150753
"Del resto, lo avevo capito tempo fa che non aveva senso combattere contro Kaya, che il mio cuore in verità voleva combattere contro tutto il resto proprio al suo fianco.
",0.05252702534198761,0.8444679975509644,0.103005051612854
"Mi sedetti su uno dei divanetti e restai sola con Ambar, mentre la sua gemella andava dal suo ragazzo che era appena arrivato, poco dopo anche la castana accanto a me raggiunse Pedro che era arrivato con due amici, e così la mia unica opportunità fu quella di unirmi a Clara e Vittòria che l‘unico argomento sulla quale si erano soffermate era che fossi un‘estetista, e volevano vedere i miei recenti lavori così da poter prendere un‘appuntamento con me.
",0.09578485041856766,0.8545360565185547,0.04967910423874855
"Charlotte aveva pensato e ripensato a quella sera cercando di capire cosa aveva fatto di male.
",0.0014499509707093239,0.977363109588623,0.0211869478225708
"Spero che Katy e gli altri stiano bene, se si sono fatti beccare da Victoria veramente rimarrò qui e non potrei mai perdonarmi se qualcuno di loro muoia a causa mia.
",0.008871070109307766,0.007202719338238239,0.9839262366294861
"Per la strada incrocio Giorgia Guglieman (la costumista) con la quale ho un rapporto splendido;
",0.00020557313109748065,0.06302304565906525,0.9367713928222656
"- Cami alzò le sopracciglia.
",0.0004642117419280112,0.9979043006896973,0.0016314709791913629
"<<Cazzo Ariel dammi un bacio come si deve>> afferra deciso i miei fianchi portandomi verso di lui ma lo blocco.
",0.6696317791938782,0.3224434554576874,0.007924736477434635
"<Cosa succede con Gaia?>
",0.0003212358569726348,0.9986715316772461,0.001007288577966392
"<<Bill!>> stavolta a gridare è Sophia.
",0.0010179984383285046,0.989969789981842,0.009012246504426003
"Chiede Megan curiosa.
",0.0006605584640055895,0.995944082736969,0.003395318752154708
"<<Io sono Aurora.>> esordisce.
",0.00022597386850975454,0.9783368110656738,0.021437233313918114
"Sembrava quasi una bugia la Althea di prima che ha ucciso tre originali come se fossero fatti di carta.
",0.9903817772865295,0.009359493851661682,0.00025866652140393853
"Crystal appare dietro di lui.
",0.0003650279249995947,0.9310134649276733,0.06862155348062515
"Dylan migliore amico di Gaia e Ryan, Jessica peggior nemica di Gaia, Ally migliore amica di Jessica: Sono al punto di svenire!
",0.615706205368042,0.2602924406528473,0.12400133907794952
"- Carlotta tornerà a vivere con noi solo quando saremo sposati.
",0.0001638288958929479,0.9865511655807495,0.013284995220601559
"Che strano ragazzo! « ragazzi io devo tornare in albergo per vedere come sta Matilde» « perché?
",0.12303029000759125,0.8707025647163391,0.006267228629440069
"Gaia, davanti a lui, si asciuga le lacrime divertita <Così impari> metto la prima e riparto andando verso scuola.
",0.00029232556698843837,0.10444847494363785,0.8952592015266418
"Emily corse a casa e si fece una doccia, per poi sedersi al tavolino della cucina e intagliare le acquamarine: prese la cassettina che usava anche quando era nel suo castello e sapeva già molto bene come fare per tagliare le gemme e non farle crepare.
",0.0008919768733903766,0.3217029571533203,0.6774051189422607
"«Che significa?» , chiese Luna.
",0.0003502667823340744,0.9985602498054504,0.001089576748199761
"Aurora: ""Oh no, non preoccuparti principessa.""
",0.002494929591193795,0.9961605072021484,0.0013444971991702914
"Alla fine dell‘ora la campanella segnò per le ragazze la fine dello spettacolo, l‘uomo raccolse le sue cose ed uscì dalla classe, lanciando a Jennifer un‘occhiata strana, maledettamente sensuale, che la fece avvampare.
",0.07142872363328934,0.9165277481079102,0.0120435431599617
"E pensare che una volta presi in giro Clara per una scenata di gelosia che fece al malcapitato di turno...
",0.013242555782198906,0.9859998822212219,0.0007574966293759644
"Amore sei proprio decisa a scottarti oggi!- Chiara sorrise acidamente:-
",0.0012752555776387453,0.009804410859942436,0.9889203906059265
"<<Katy?>> dice guardandomi in modo sospetto.<<Sì tesoro?>> cerco di fare la vaga.<<Che c‘è?
",0.0068111540749669075,0.9913342595100403,0.0018545534694567323
"- Voglio esserti amico Emily...- - Non voglio rovinarti la vita, grazie di tutto Ben- sorrise, per poi allontanarsi dalla scuola.
",0.014755473472177982,0.7916643619537354,0.19358018040657043
"Era stato fortunato a finire nelle mani di Althea.
",0.0002202974574174732,0.010522576048970222,0.9892571568489075
"Durante le lezioni, non ho potuto fare a meno di notare le continue occhiate di Adeline.
",0.0008731852867640555,0.05563945323228836,0.943487286567688
"- Gaia,  lui ha tutto il diritto di sapere!-
",0.0008252416155301034,0.7546747922897339,0.24449999630451202
"""Natalie?"" Girai di scatto la testa, ritrovando davanti a me Bret con i pugni serrati e la bocca spalancata.
",0.0009844477754086256,0.9978914856910706,0.0011239926097914577
"- Fai paura Lucy! - borbotta tornando al fianco di Natsu.
",0.037119124084711075,0.9571281671524048,0.00575268967077136
"Aurora: ""Che gli succede?"" Alaric: ""Quello che sta succedendo a tutti i vampiri.
",0.0003374071966391057,0.9987207055091858,0.0009418504196219146
"Da lontano vedo Ellen sdraiata a terra con la testa appoggiata sulla sua giacca piegata.
",0.00036767154233530164,0.9970858693122864,0.002546445233747363
"""Che hai, Jason, sembri furioso?"" Osserva Bea da dietro.
",0.003926199395209551,0.9953749775886536,0.0006989222019910812
"«Non so cosa farei senza di te.» Matilde fece spallucce.
",0.0014131959760561585,0.9837818145751953,0.014805076643824577
"Neymar si era addormentato insieme alla piccola Luna.
",0.0008882908150553703,0.9193740487098694,0.07973762601613998
"""Ciao Francesca"" si fermò la ragazza una volta finito di portare giù le sue valigie, abbracciandomi.
",0.00042945690802298486,0.9978775978088379,0.0016929920529946685
"- Annuisco debolmente . Tessa Sono vicino a Tom e non smetto di piangere  .
",0.011941826902329922,0.18369950354099274,0.8043586611747742
"Non l‘avevo mai neanche cercata davvero prima di Arya, ma oggi volevo metterci una pietra sopra.
",0.014847719110548496,0.45368605852127075,0.5314661860466003
"- L‘ho fatto con Matt quel giorno in cui Nate è venuto a portarvi via Carlotta...
",0.0006151010165922344,0.9983351826667786,0.0010498324409127235
"Classico, a settembre sono in 5 ginnasio"" spiego 
",0.00023574889928568155,0.9976927042007446,0.0020716385915875435
"Harry e Ginny arrivarono al Lago Nero mano nella mano, durante il tragitto entrambi sembravano essersi dimenticati tutto, come se in quel momento ricominciassero tutto di nuovo.
",0.0036755255423486233,0.9844203591346741,0.011904064565896988
"""Non lo farò, Sara."" Sento la presa di Lisa, liberare il mio braccio.
",0.007169123273342848,0.9864580035209656,0.006372882053256035
"Emily: arriviamo!
",0.00040404126048088074,0.9708552956581116,0.02874070219695568
"Sapevo, o meglio speravo, che quelle di Christian e Jennifer, fossero rivolte all‘uomo dietro di me.
",0.0026965748984366655,0.8116138577461243,0.1856895387172699
"Clary prova qualcosa per me?
",0.00039232528069987893,0.9266434907913208,0.07296411693096161
"- Ah sei tu l‘attrice per Belle?
",0.0006021267035976052,0.9359266757965088,0.06347116827964783
"Sapevo che Clara era abituata ai Krov‘, che da quanto avevo capito non soffrivano il freddo.
",0.0006599501357413828,0.32262203097343445,0.67671799659729
"«Oh, ma ciao anche a te Eloise, che piacere rivederti.
",0.00013096403563395143,0.05557405576109886,0.9442950487136841
"Caroline e io ci sediamo vicino a lui.
",0.00020366978424135596,0.9493962526321411,0.050400011241436005
"Aprii la porta di quello femminile e trovai solo delle ragazze vestite come troie che si ripassavano il trucco.
",0.01674390397965908,0.9759649634361267,0.007291203364729881
"Guardavo soltanto Amelie mentre uscivo dalla macchina, e lei sembrava aver capito il mio intento.
",0.00027904592570848763,0.049375489354133606,0.9503454566001892
"<<Chuck Visser?>> <<Sì!>> <<Oh mio Dio!>> Lucy si ferma.
",0.0034480676986277103,0.9421132206916809,0.05443869158625603
"Mi chiamo Francesca, ho 21 anni e vivo in un paese a quindici minuti da Salerno.
",0.0005127802724018693,0.8982815742492676,0.10120558738708496
"Sai il cognome?"" Aurora:""No, ma tutto ok?"" Damon:""Si, alla grande.
",0.00036283262306824327,0.6781263947486877,0.32151079177856445
"Maya alza una mano e un sfera di fuoco si getta sul braccio di Marina che urla contorcendosi dal dolore
",0.10662522166967392,0.8828423023223877,0.010532384738326073
"Anche tu.. - dice Maya ghignando - Non ho paura di te mia cara.
",0.0003220280341338366,0.03879350423812866,0.9608844518661499
"<Grazie per avermi accompagnato a fare le fotocopie> Gaia mi regala uno dei suoi splendidi sorrisi mentre scendiamo le scale per tornare ognuno nella propria classe <È stato un piacere piccola> Le faccio l‘occhiolino e le sue guance si tingono di rosso.
",8.556051034247503e-05,0.004329192452132702,0.9955852031707764
"E Gaia qualunque sia l‘esito e qualunque decisione tu prenda noi saremo sempre dalla tua parte e saremo in ogni caso orgogliosi della donna che sei diventata"".
",0.00011772568541346118,0.04053106904029846,0.9593511819839478
"Bellahadid ha risposto alla tua storia:sei bellissima ma io devo ancora capire chi dei due devi far rosicare.
",0.0038510984741151333,0.2508555054664612,0.745293378829956
"Ogni notte dormiva sul divano con la speranza di sentire la porta aprirsi e vedere Charlotte di nuovo a casa.
",0.003633535234257579,0.9495350122451782,0.04683145880699158
